"fecha","provincia","codigo_indec_provincia","departamento","codigo_indec_departamento","localidad","codigo_indec_localidad","origen_financiamiento","tipo","ultima_actualizacion","total","positivos"
"2020-04-17","San Juan","70","Capital","028","SAN JUAN","010","Privado","Privado","2020-08-14","1",
"2020-04-17","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","6",
"2020-04-17","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Privado","2020-08-14","1",
"2020-04-17","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","6",
"2020-04-17","Corrientes","18","Capital","021","CORRIENTES","020","Privado","Privado","2020-08-14","1",
"2020-04-17","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-08-14","8",
"2020-04-17","CABA","02","COMUNA 01","001","SAN TELMO","010","Privado","Privado","2020-08-14","8",
"2020-04-17","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","29",
"2020-04-17","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-08-14","8","1"
"2020-04-17","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","4",
"2020-04-17","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","35","5"
"2020-04-17","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","9","1"
"2020-04-17","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","44",
"2020-04-17","Mendoza","50","Capital","007","3A. SECCION","010","Público","Provincial","2020-08-14","9","2"
"2020-04-17","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-08-14","6",
"2020-04-17","Buenos Aires","06","San Miguel","760","SAN MIGUEL","010","Público","Municipal","2020-08-14","1",
"2020-04-17","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","109","11"
"2020-04-17","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","151","32"
"2020-04-17","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","41","12"
"2020-04-17","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","10","3"
"2020-04-17","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-08-14","6",
"2020-04-17","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","2",
"2020-04-17","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-08-14","23",
"2020-04-17","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","42","1"
"2020-04-17","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","8",
"2020-04-17","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","22",
"2020-04-17","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-08-14","1",
"2020-04-17","CABA","02","COMUNA 15","015","AGRONOMIA","010","Privado","Privado","2020-08-14","2",
"2020-04-17","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","3",
"2020-04-17","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","15",
"2020-04-17","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","20",
"2020-04-17","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","22","1"
"2020-04-17","Buenos Aires","06","Tandil","791","TANDIL","050","Privado","Privado","2020-08-14","1",
"2020-04-17","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","43","7"
"2020-04-17","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","27","4"
"2020-04-17","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Privado","Privado","2020-08-14","4","2"
"2020-04-17","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","22","4"
"2020-04-17","Buenos Aires","06","Pergamino","623","PERGAMINO","100","Público","Nacional","2020-08-14","25",
"2020-04-17","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","9",
"2020-04-17","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","170","14"
"2020-04-17","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-08-14","8",
"2020-04-17","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-08-14","2",
"2020-04-17","Buenos Aires","06","Florencio Varela","274","FLORENCIO VARELA","010","Privado","Mixta","2020-08-14","36","4"
"2020-04-17","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","7",
"2020-04-17","Buenos Aires","06","Tandil","791","TANDIL","050","Público","Universitario público","2020-08-14","7",
"2020-04-17","Misiones","54","Capital","028","POSADAS (MUNICIPIO DE POSADAS)","030","Público","Provincial","2020-08-14","28","1"
"2020-04-18","San Luis","74","General Pedernera","035","VILLA MERCEDES","070","Público","Provincial","2020-08-14","1",
"2020-04-18","Chubut","26","Rawson","077","TRELEW","040","Público","Provincial","2020-08-14","5","1"
"2020-04-18","San Juan","70","Rivadavia","084","RIVADAVIA","010","Público","Provincial","2020-08-14","2",
"2020-04-18","Buenos Aires","06","Lomas de Zamora","490","VILLA FIORITO","010","Público","Municipal","2020-08-14","1","1"
"2020-04-18","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","10","3"
"2020-04-18","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-08-14","115","17"
"2020-04-18","CABA","02","COMUNA 06","006","CABALLITO","010","Público","Municipal","2020-08-14","19",
"2020-04-18","Río Negro","62","General Roca","042","GENERAL ROCA","450","Público","Provincial","2020-08-14","1",
"2020-04-18","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","4",
"2020-04-18","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-08-14","24","10"
"2020-04-18","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","29","1"
"2020-04-18","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-08-14","7",
"2020-04-18","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-08-14","2",
"2020-04-18","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","3",
"2020-04-18","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","7",
"2020-04-18","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-08-14","7","1"
"2020-04-18","Buenos Aires","06","Tandil","791","TANDIL","050","Público","Universitario público","2020-08-14","1",
"2020-04-18","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-08-14","2",
"2020-04-18","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","16","3"
"2020-04-18","Río Negro","62","General Roca","042","VILLA REGINA","560","Público","Provincial","2020-08-14","1",
"2020-04-18","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-08-14","222","22"
"2020-04-18","La Pampa","42","Capital","021","SANTA ROSA","020","Público","Provincial","2020-08-14","6",
"2020-04-18","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-08-14","67","3"
"2020-04-18","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","4",
"2020-04-18","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","125","5"
"2020-04-18","Buenos Aires","06","Azul","049","AZUL","020","Público","Provincial","2020-08-14","1",
"2020-04-18","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Público","Provincial","2020-08-14","66","9"
"2020-04-18","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","100","1"
"2020-04-18","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","1",
"2020-04-18","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","67","13"
"2020-04-18","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","10",
"2020-04-18","Corrientes","18","Capital","021","CORRIENTES","020","Privado","Privado","2020-08-14","3",
"2020-04-18","CABA","02","COMUNA 02","002","RECOLETA","010","Privado","Privado","2020-08-14","142","15"
"2020-04-18","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-08-14","32","4"
"2020-04-18","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","124","24"
"2020-04-18","CABA","02","COMUNA 14","014","PALERMO","010","Público","FFAA/Seguridad","2020-08-14","2","1"
"2020-04-18","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","50","3"
"2020-04-18","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-08-14","24","3"
"2020-04-18","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","3","1"
"2020-04-18","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","27",
"2020-04-18","Chaco","22","San Fernando","140","RESISTENCIA","060","Privado","Privado","2020-08-14","1",
"2020-04-18","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-08-14","28",
"2020-04-18","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","6","1"
"2020-04-18","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","4","4"
"2020-04-18","Catamarca","10","Capital","049","SAN FERNANDO DEL VALLE DE CATAMARCA","030","Público","Provincial","2020-08-14","4",
"2020-04-18","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-08-14","64","1"
"2020-04-18","Mendoza","50","Capital","007","3A. SECCION","010","Público","Provincial","2020-08-14","24","1"
"2020-04-18","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-08-14","6","2"
"2020-04-18","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-08-14","58","7"
"2020-04-18","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","31",
"2020-04-18","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","38","6"
"2020-04-18","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","2",
"2020-04-18","CABA","02","COMUNA 15","015","VILLA CRESPO","010","Privado","Privado","2020-08-14","7",
"2020-04-18","Buenos Aires","06","Junín","413","JUNIN","050","Público","Provincial","2020-08-14","5",
"2020-04-18","San Luis","74","Junín","049","MERLO","060","Público","Provincial","2020-08-14","2",
"2020-04-18","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","9",
"2020-04-18","San Juan","70","Capital","028","SAN JUAN","010","Privado","Privado","2020-08-14","4",
"2020-04-18","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Obra social","2020-08-14","16",
"2020-04-18","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-08-14","14","1"
"2020-04-18","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","12","1"
"2020-04-18","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","56","3"
"2020-04-18","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","10","4"
"2020-04-18","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","25","4"
"2020-04-18","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-08-14","6",
"2020-04-18","Buenos Aires","06","Pergamino","623","PERGAMINO","100","Público","Nacional","2020-08-14","5",
"2020-04-18","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","13",
"2020-04-18","CABA","02","COMUNA 07","007","FLORES","010","Privado","Privado","2020-08-14","26","5"
"2020-04-18","Mendoza","50","Guaymallén","028","SAN JOSE","020","Privado","Privado","2020-08-14","1",
"2020-04-18","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","23",
"2020-04-18","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","130","10"
"2020-04-18","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-08-14","55","3"
"2020-04-18","Buenos Aires","06","Florencio Varela","274","FLORENCIO VARELA","010","Privado","Mixta","2020-08-14","39","1"
"2020-04-18","Misiones","54","Capital","028","POSADAS (MUNICIPIO DE POSADAS)","030","Público","Provincial","2020-08-14","1","1"
"2020-04-19","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","18",
"2020-04-19","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","178","10"
"2020-04-19","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","9",
"2020-04-19","Santa Cruz","78","Lago Argentino","028","EL CALAFATE","010","Público","Nacional","2020-08-14","21","5"
"2020-04-19","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-08-14","80","8"
"2020-04-19","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","71","2"
"2020-04-19","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","20","7"
"2020-04-19","Chaco","22","1º de Mayo","126","MARGARITA BELEN","030","Público","Provincial","2020-08-14","1",
"2020-04-19","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-08-14","20",
"2020-04-19","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","8",
"2020-04-19","Corrientes","18","Capital","021","CORRIENTES","020","Privado","Privado","2020-08-14","7",
"2020-04-19","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","44",
"2020-04-19","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","32","6"
"2020-04-19","Buenos Aires","06","Azul","049","AZUL","020","Público","Provincial","2020-08-14","25",
"2020-04-19","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-08-14","21","2"
"2020-04-19","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-08-14","3",
"2020-04-19","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-08-14","35","2"
"2020-04-19","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","5",
"2020-04-19","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","18","1"
"2020-04-19","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-08-14","92","4"
"2020-04-19","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","37","1"
"2020-04-19","Corrientes","18","Paso de los Libres","119","PASO DE LOS LIBRES","030","Público","Provincial","2020-08-14","1",
"2020-04-19","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-08-14","15",
"2020-04-19","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","8","2"
"2020-04-19","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","12",
"2020-04-19","CABA","02","COMUNA 02","002","RECOLETA","010","Privado","Privado","2020-08-14","73","3"
"2020-04-19","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","1",
"2020-04-19","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","102","7"
"2020-04-19","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","4",
"2020-04-19","Chaco","22","25 de Mayo","168","MACHAGAI","020","Público","Provincial","2020-08-14","1",
"2020-04-19","Buenos Aires","06","Avellaneda","035","WILDE","010","Privado","Privado","2020-08-14","1",
"2020-04-19","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","69","11"
"2020-04-19","Chaco","22","Bermejo","014","LA LEONESA","030","Público","Provincial","2020-08-14","3",
"2020-04-19","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-08-14","94","10"
"2020-04-19","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-08-14","4",
"2020-04-19","Chaco","22","Mayor Luis J. Fontana","098","VILLA ANGELA","030","Público","Provincial","2020-08-14","2",
"2020-04-19","Buenos Aires","06","Junín","413","JUNIN","050","Público","Provincial","2020-08-14","6",
"2020-04-19","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","6","1"
"2020-04-19","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-08-14","130","1"
"2020-04-19","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","4",
"2020-04-19","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","22",
"2020-04-19","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-08-14","15",
"2020-04-19","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-08-14","7",
"2020-04-19","CABA","02","COMUNA 07","007","FLORES","010","Privado","Privado","2020-08-14","8","3"
"2020-04-19","Buenos Aires","06","Tandil","791","TANDIL","050","Privado","Privado","2020-08-14","1",
"2020-04-19","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","10","2"
"2020-04-19","CABA","02","COMUNA 06","006","CABALLITO","010","Público","Municipal","2020-08-14","9","1"
"2020-04-19","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","19","1"
"2020-04-19","CABA","02","COMUNA 04","004","BARRACAS","010","Público","Municipal","2020-08-14","11",
"2020-04-19","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-08-14","41","7"
"2020-04-19","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-08-14","3",
"2020-04-19","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-08-14","33",
"2020-04-19","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","15",
"2020-04-19","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","20","3"
"2020-04-20","CABA","02","COMUNA 04","004","BARRACAS","010","Público","Municipal","2020-08-14","7",
"2020-04-20","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","44","5"
"2020-04-20","CABA","02","COMUNA 14","014","PALERMO","010","Privado","Privado","2020-08-14","74","5"
"2020-04-20","La Pampa","42","Maracó","105","GENERAL PICO","030","Público","Provincial","2020-08-14","2",
"2020-04-20","La Rioja","46","Capital","014","LA RIOJA","010","Público","Provincial","2020-08-14","16","1"
"2020-04-20","Entre Ríos","30","Paraná","084","PARANA","160","Público","Provincial","2020-08-14","5",
"2020-04-20","San Luis","74","La Capital","056","SAN LUIS","150","Público","Provincial","2020-08-14","5",
"2020-04-20","San Juan","70","Capital","028","SAN JUAN","010","Privado","Privado","2020-08-14","2",
"2020-04-20","CABA","02","COMUNA 05","005","BOEDO","010","Privado","Privado","2020-08-14","21",
"2020-04-20","CABA","02","COMUNA 01","001","RETIRO","010","Privado","Privado","2020-08-14","41","1"
"2020-04-20","Buenos Aires","06","Pergamino","623","PERGAMINO","100","Público","Nacional","2020-08-14","27","6"
"2020-04-20","Buenos Aires","06","Avellaneda","035","WILDE","010","Público","Provincial","2020-08-14","32","4"
"2020-04-20","Jujuy","38","Dr. Manuel Belgrano","021","SAN SALVADOR DE JUJUY","060","Público","Provincial","2020-08-14","10",
"2020-04-20","CABA","02","COMUNA 06","006","CABALLITO","010","Público","Municipal","2020-08-14","10","1"
"2020-04-20","Santa Fe","82","Rosario","084","ROSARIO","270","Privado","Privado","2020-08-14","16","2"
"2020-04-20","Tierra del Fuego","94","Ushuaia","014","USHUAIA","020","Público","Provincial","2020-08-14","34","4"
"2020-04-20","Mendoza","50","Godoy Cruz","021","GODOY CRUZ","010","Público","Provincial","2020-08-14","24","8"
"2020-04-20","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","30","13"
"2020-04-20","Buenos Aires","06","Lanús","434","VALENTIN ALSINA","010","Público","Provincial","2020-08-14","46",
"2020-04-20","Santa Fe","82","Rosario","084","ROSARIO","270","Público","Municipal","2020-08-14","119","2"
"2020-04-20","Buenos Aires","06","Tandil","791","TANDIL","050","Público","Universitario público","2020-08-14","2",
"2020-04-20","Córdoba","14","Capital","014","CORDOBA","010","Público","Provincial","2020-08-14","188","3"
"2020-04-20","CABA","02","COMUNA 06","006","CABALLITO","010","Público","FFAA/Seguridad","2020-08-14","2","1"
"2020-04-20","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Privado","Privado","2020-08-14","1",
"2020-04-20","Santiago del Estero","86","Capital","049","SANTIAGO DEL ESTERO","110","Público","Provincial","2020-08-14","10",
"2020-04-20","Misiones","54","Capital","028","POSADAS (MUNICIPIO DE POSADAS)","030","Público","Provincial","2020-08-14","70",
"2020-04-20","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Privado","Privado","2020-08-14","1",
"2020-04-20","Chaco","22","San Fernando","140","RESISTENCIA","060","Privado","Privado","2020-08-14","1",
"2020-04-20","Formosa","34","Formosa","014","FORMOSA","020","Público","Provincial","2020-08-14","4",
"2020-04-20","Buenos Aires","06","General San Martín","371","GENERAL SAN MARTÍN","010","Privado","Privado","2020-08-14","1",
"2020-04-20","CABA","02","COMUNA 01","001","SAN TELMO","010","Privado","Privado","2020-08-14","6",
"2020-04-20","Buenos Aires","06","Florencio Varela","274","FLORENCIO VARELA","010","Privado","Mixta","2020-08-14","35","3"
"2020-04-20","Corrientes","18","Capital","021","CORRIENTES","020","Privado","Privado","2020-08-14","4",
"2020-04-20","CABA","02","COMUNA 03","003","BALVANERA","010","Privado","Obra social","2020-08-14","2",
"2020-04-20","CABA","02","COMUNA 15","015","VILLA CRESPO","010","Privado","Privado","2020-08-14","36","2"
"2020-04-20","Mendoza","50","San Rafael","105","SAN RAFAEL  (CIUDAD DE SAN RAFAEL)","210","Público","Provincial","2020-08-14","5",
"2020-04-20","La Pampa","42","Capital","021","SANTA ROSA","020","Público","Provincial","2020-08-14","2",
"2020-04-20","CABA","02","COMUNA 05","005","ALMAGRO","010","Privado","Privado","2020-08-14","16","1"
"2020-04-20","Neuquén","58","Confluencia","035","NEUQUEN","070","Privado","Privado","2020-08-14","1",
"2020-04-20","Neuquén","58","Confluencia","035","NEUQUEN","070","Público","Provincial","2020-08-14","29","4"
"2020-04-20","Buenos Aires","06","Vicente López","861","OLIVOS","010","Privado","Privado","2020-08-14","1","1"
"2020-04-20","San Juan","70","Capital","028","SAN JUAN","010","Público","Provincial","2020-08-14","11",
"2020-04-20","Río Negro","62","General Roca","042","GENERAL ROCA","450","Privado","Privado","2020-08-14","5","1"
"2020-04-20","Tucumán","90","Capital","084","SAN MIGUEL DE TUCUMAN","010","Público","Provincial","2020-08-14","20","1"
"2020-04-20","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Público","Provincial","2020-08-14","15",
"2020-04-20","CABA","02","COMUNA 07","007","FLORES","010","Privado","Privado","2020-08-14","11",
"2020-04-20","Río Negro","62","Adolfo Alsina","007","VIEDMA","090","Público","Provincial","2020-08-14","18","9"
"2020-04-20","CABA","02","COMUNA 04","004","BARRACAS","010","Privado","Privado","2020-08-14","3",
"2020-04-20","Salta","66","Capital","028","SALTA","050","Público","Provincial","2020-08-14","2",
"2020-04-20","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Nacional","2020-08-14","168","19"
"2020-04-20","Córdoba","14","Capital","014","CORDOBA","010","Privado","Privado","2020-08-14","5",
"2020-04-20","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","122","6"
"2020-04-20","Buenos Aires","06","La Plata","441","LA PLATA","030","Público","Provincial","2020-08-14","87","8"
"2020-04-20","CABA","02","COMUNA 02","002","RECOLETA","010","Privado","Privado","2020-08-14","94","5"
"2020-04-20","Santa Cruz","78","Lago Argentino","028","EL CALAFATE","010","Público","Nacional","2020-08-14","3","1"
"2020-04-20","Buenos Aires","06","Junín","413","JUNIN","050","Público","Provincial","2020-08-14","10",
"2020-04-20","Corrientes","18","Capital","021","CORRIENTES","020","Público","Provincial","2020-08-14","41",
"2020-04-20","Chaco","22","San Fernando","140","RESISTENCIA","060","Público","Provincial","2020-08-14","204","12"
"2020-04-20","Buenos Aires","06","Malvinas Argentinas","515","PABLO NOGUES","060","Público","Municipal","2020-08-14","78","6"
"2020-04-20","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Municipal","2020-08-14","26","2"
"2020-04-20","Mendoza","50","Capital","007","7A. SECCION","010","Público","Provincial","2020-08-14","2",
"2020-04-20","Mendoza","50","Capital","007","3A. SECCION","010","Público","Provincial","2020-08-14","21",
"2020-04-20","Buenos Aires","06","Pilar","638","PRESIDENTE DERQUI","040","Privado","Privado","2020-08-14","4",
"2020-04-20","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","FFAA/Seguridad","2020-08-14","11",
"2020-04-20","Mendoza","50","Guaymallén","028","GUAYMALLEN","020","Público","Provincial","2020-08-14","8",
"2020-04-20","Buenos Aires","06","Azul","049","AZUL","020","Público","Provincial","2020-08-14","8",
"2020-04-20","Chubut","26","Escalante","021","COMODORO RIVADAVIA","030","Público","Provincial","2020-08-14","4",
"2020-04-20","Santa Fe","82","La Capital","063","SANTA FE","170","Público","Provincial","2020-08-14","37","1"
"2020-04-20","Santa Cruz","78","Güer Aike","021","RIO GALLEGOS","040","Público","Provincial","2020-08-14","8","1"
"2020-04-20","Buenos Aires","06","Bahía Blanca","056","BAHIA BLANCA","010","Privado","Privado","2020-08-14","28","1"
"2020-04-20","CABA","02","COMUNA 02","002","RECOLETA","010","Público","Universitario público","2020-08-14","163","27"
"2020-04-20","Buenos Aires","06","General Pueyrredón","357","MAR DEL PLATA","110","Público","Nacional","2020-08-14","36",
"2020-04-20","Santa Fe","82","General López","042","VENADO TUERTO","290","Privado","Privado","2020-08-14","5",
"2020-04-21","CABA","02","COMUNA 15","015","PARQUE CHAS","010","Público","Municipal","2020-08-14","11",
"2020-04-21","Buenos Aires","06","Morón","568","VILLA SARMIENTO","010","Público","Nacional","2020-08-14","112","14"
"2020-04-21","Río Negro","62","Bariloche","021","SAN CARLOS DE BARILOCHE","060","Público","Provincial","2020-08-14","29","11"
"2020-04-21","CABA","02","COMUNA 04","004","PARQUE PATRICIOS","010","Público","Municipal","2020-08-14","75","7"
"2020-04-21","CABA","02","COMUNA 06","006","CABALLITO","010","Público","Municipal","2020-08-14","5","1"
"2020-04-21","Buenos Aires","06","Tres Arroyos","833","TRES ARROYOS","100","Público","Municipal","2020-08-14","1",
"2020-04-21","Buenos Aires","06","Tandil","791","TANDIL","050","Privado","Privado","2020-08-14","26",
