residencia_provincia_nombre,fecha_apertura,n,max_fecha_diagnostico,max_fecha_inicio_sintomas,count_fecha_diagnostico,confirmados,descartados,sospechosos,fallecidos,tests,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento,dias.inicio,confirmados.inc,confirmados.rate,fallecidos.inc,tests.inc,tests.rate,sospechosos.inc
Río Negro,2020-08-20,12895,2020-10-08,2020-10-07,203,4665,7902,328,191,12405,0,0.038,0.041,0.376,1525,0.327,86,0.018,58,0.012,5.6,31.4,5.4,16.8,158,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-21,13218,2020-10-08,2020-10-07,203,4806,8071,341,203,12699,0,0.039,0.042,0.378,1570,0.327,89,0.019,60,0.012,5.5,31.5,5.4,16.6,159,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-22,13452,2020-10-08,2020-10-07,203,4929,8176,347,210,12915,0,0.04,0.043,0.382,1593,0.323,90,0.018,61,0.012,5.5,31.8,5.4,16.6,160,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-23,13560,2020-10-08,2020-10-07,203,4992,8219,349,215,13014,0,0.04,0.043,0.384,1597,0.32,90,0.018,61,0.012,5.5,32.5,5.4,16.4,161,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-24,13934,2020-10-09,2020-10-07,204,5155,8422,357,219,13358,0,0.04,0.042,0.386,1643,0.319,90,0.017,61,0.012,5.5,32.5,5.4,16.4,162,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-25,14341,2020-10-09,2020-10-07,205,5368,8600,373,225,13722,0,0.039,0.042,0.391,1689,0.315,91,0.017,61,0.011,5.4,32.3,5.5,16.3,163,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-26,14754,2020-10-09,2020-10-07,206,5591,8779,384,232,14107,0,0.039,0.041,0.396,1744,0.312,91,0.016,61,0.011,5.4,32.1,5.5,16,164,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-27,15213,2020-10-09,2020-10-07,206,5806,9011,396,239,14532,0,0.039,0.041,0.4,1800,0.31,92,0.016,62,0.011,5.3,32,5.5,16,165,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-28,15565,2020-10-09,2020-10-07,206,5972,9190,403,244,14858,0,0.038,0.041,0.402,1837,0.308,93,0.016,62,0.01,5.3,32.3,5.5,16.1,166,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-29,15849,2020-10-09,2020-10-07,206,6114,9330,405,248,15126,0,0.038,0.041,0.404,1869,0.306,95,0.016,63,0.01,5.3,32.6,5.5,16.1,167,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-30,15960,2020-10-09,2020-10-07,206,6181,9371,408,252,15217,0,0.038,0.041,0.406,1890,0.306,95,0.015,63,0.01,5.3,33.2,5.5,16.1,168,NA,NA,NA,NA,NA,NA
Río Negro,2020-08-31,16381,2020-10-09,2020-10-07,206,6367,9591,423,259,15609,0,0.038,0.041,0.408,1917,0.301,98,0.015,65,0.01,5.2,33.3,5.4,16,169,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-01,16846,2020-10-09,2020-10-07,206,6585,9801,460,265,16014,0,0.038,0.04,0.411,1963,0.298,100,0.015,66,0.01,5.3,33.2,5.4,16,170,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-02,17193,2020-10-09,2020-10-07,206,6733,9990,470,271,16336,0,0.038,0.04,0.412,1981,0.294,101,0.015,67,0.01,5.3,33.5,5.4,15.9,171,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-03,17622,2020-10-09,2020-10-07,207,6899,10245,478,279,16747,0,0.038,0.04,0.412,2008,0.291,102,0.015,68,0.01,5.3,33.7,5.5,16,172,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-04,18134,2020-10-09,2020-10-07,207,7154,10478,502,287,17194,0,0.037,0.04,0.416,2045,0.286,104,0.015,68,0.01,5.2,33.6,5.6,16,173,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-05,18472,2020-10-09,2020-10-07,207,7301,10661,510,291,17505,0,0.037,0.04,0.417,2073,0.284,105,0.014,69,0.009,5.2,33.9,5.5,15.9,174,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-06,18629,2020-10-09,2020-10-07,207,7411,10705,513,291,17636,0,0.037,0.039,0.42,2088,0.282,106,0.014,69,0.009,5.2,34.5,5.5,15.9,175,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-07,19003,2020-10-09,2020-10-07,207,7610,10861,532,300,17978,0,0.037,0.039,0.423,2102,0.276,108,0.014,71,0.009,5.2,34.7,5.5,15.8,176,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-08,19573,2020-10-09,2020-10-07,207,7940,11087,546,308,18505,0,0.036,0.039,0.429,2161,0.272,109,0.014,72,0.009,5.2,34.3,5.5,16,177,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-09,20009,2020-10-09,2020-10-07,207,8192,11255,562,312,18912,0,0.036,0.038,0.433,2182,0.266,110,0.013,73,0.009,5.1,34.3,5.6,15.9,178,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-10,20475,2020-10-09,2020-10-07,207,8442,11459,574,318,19338,0,0.035,0.038,0.437,2229,0.264,111,0.013,74,0.009,5.1,34.5,5.6,15.8,179,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-11,21008,2020-10-09,2020-10-07,207,8664,11732,612,321,19809,0,0.035,0.037,0.437,2271,0.262,112,0.013,75,0.009,5.1,34.7,5.7,15.8,180,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-12,21349,2020-10-09,2020-10-07,207,8871,11860,618,326,20129,0,0.034,0.037,0.441,2286,0.258,113,0.013,76,0.009,5.1,35,5.7,15.7,181,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-13,21500,2020-10-09,2020-10-07,207,8944,11928,628,329,20265,0,0.034,0.037,0.441,2298,0.257,114,0.013,76,0.008,5.1,35.8,5.8,15.7,182,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-14,22041,2020-10-09,2020-10-07,207,9217,12183,641,340,20761,0,0.034,0.037,0.444,2323,0.252,116,0.013,78,0.008,5,35.9,5.8,15.6,183,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-15,22679,2020-10-09,2020-10-07,207,9521,12506,652,347,21348,0,0.034,0.036,0.446,2344,0.246,116,0.012,78,0.008,5,36,5.8,15.5,184,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-16,23250,2020-10-09,2020-10-07,207,9801,12783,666,360,21882,0,0.034,0.037,0.448,2382,0.243,117,0.012,79,0.008,5,36.1,5.9,15.5,185,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-17,23782,2020-10-09,2020-10-07,207,10045,13051,686,367,22355,0,0.034,0.037,0.449,2422,0.241,119,0.012,81,0.008,5,36.5,5.9,15.4,186,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-18,24381,2020-10-09,2020-10-07,207,10302,13371,708,372,22883,0,0.034,0.036,0.45,2466,0.239,122,0.012,83,0.008,5,36.7,6,15.3,187,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-19,24730,2020-10-09,2020-10-07,207,10470,13543,717,375,23208,0,0.034,0.036,0.451,2474,0.236,123,0.012,84,0.008,5,37.1,6,15.2,188,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-20,24890,2020-10-09,2020-10-07,207,10548,13622,720,375,23340,0,0.033,0.036,0.452,2495,0.237,123,0.012,84,0.008,5,37.9,6,15.2,189,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-21,25358,2020-10-09,2020-10-07,207,10803,13822,733,385,23761,0,0.033,0.036,0.455,2523,0.234,124,0.011,84,0.008,5,38,6,15.1,190,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-22,25933,2020-10-09,2020-10-07,207,11086,14087,760,386,24267,0,0.033,0.035,0.457,2586,0.233,124,0.011,84,0.008,5,38.1,6,15.1,191,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-23,26408,2020-10-09,2020-10-07,207,11327,14299,782,393,24690,0,0.032,0.035,0.459,2602,0.23,125,0.011,85,0.008,4.9,38.4,6,15,192,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-24,26969,2020-10-09,2020-10-07,207,11636,14528,805,401,25185,0,0.032,0.034,0.462,2643,0.227,126,0.011,85,0.007,4.9,38.5,6,14.9,193,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-25,27524,2020-10-09,2020-10-07,207,11940,14750,834,404,25665,0,0.032,0.034,0.465,2691,0.225,128,0.011,87,0.007,5,38.6,6,14.9,194,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-26,27836,2020-10-09,2020-10-07,207,12123,14874,839,406,25931,0,0.031,0.033,0.468,2708,0.223,129,0.011,88,0.007,5,39,6,14.8,195,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-27,27924,2020-10-09,2020-10-07,207,12169,14913,842,406,25998,0,0.031,0.033,0.468,2710,0.223,129,0.011,88,0.007,5,39.9,6,14.8,196,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-28,28472,2020-10-09,2020-10-07,207,12461,15143,868,412,26458,0,0.031,0.033,0.471,2739,0.22,134,0.011,92,0.007,4.9,40,5.9,14.8,197,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-29,29096,2020-10-09,2020-10-07,207,12862,15334,900,417,26990,0,0.03,0.032,0.477,2770,0.215,135,0.01,93,0.007,4.9,39.9,6,14.7,198,NA,NA,NA,NA,NA,NA
Río Negro,2020-09-30,29621,2020-10-09,2020-10-07,207,13150,15530,941,419,27438,0,0.03,0.032,0.479,2807,0.213,136,0.01,93,0.007,4.9,40.1,5.9,14.7,199,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-01,30159,2020-10-09,2020-10-07,207,13458,15703,998,421,27875,0,0.029,0.031,0.483,2867,0.213,136,0.01,93,0.007,4.9,40.3,5.9,14.6,200,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-02,30880,2020-10-09,2020-10-07,207,13840,15938,1102,422,28420,0,0.028,0.03,0.487,2930,0.212,136,0.01,93,0.007,4.9,40.3,5.9,14.6,201,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-03,31324,2020-10-09,2020-10-07,207,14086,16099,1139,428,28764,0,0.028,0.03,0.49,2948,0.209,137,0.01,93,0.007,4.9,40.7,5.9,14.4,202,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-04,31558,2020-10-09,2020-10-07,207,14216,16181,1161,429,28941,0,0.028,0.03,0.491,2960,0.208,137,0.01,93,0.007,4.9,41.3,5.9,14.4,203,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-05,32270,2020-10-09,2020-10-07,207,14570,16466,1234,432,29518,0,0.027,0.03,0.494,2991,0.205,137,0.009,93,0.006,4.8,41.4,5.9,14.3,204,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-06,32985,2020-10-09,2020-10-07,207,14966,16640,1379,432,30010,0,0.026,0.029,0.499,3035,0.203,137,0.009,93,0.006,4.8,41.5,5.9,14.3,205,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-07,33556,2020-10-09,2020-10-07,207,15283,16812,1461,434,30457,0,0.026,0.028,0.502,3054,0.2,137,0.009,93,0.006,4.8,42,5.9,14.3,206,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-08,34171,2020-10-09,2020-10-08,207,15581,16945,1645,437,30830,0,0.025,0.028,0.505,3086,0.198,138,0.009,93,0.006,4.8,42.4,6,14.3,207,NA,NA,NA,NA,NA,NA
Río Negro,2020-10-09,34663,2020-10-09,2020-10-09,207,15809,17002,1852,438,31033,0,0.025,0.028,0.509,3098,0.196,138,0.009,93,0.006,4.8,43,6,14.2,208,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-03-23,37,2020-04-07,2020-03-22,14,2,34,1,0,30,0,0,0,0.067,2,1,1,0.5,0,0,14.5,2.5,5,NA,17,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-03-28,39,2020-04-07,2020-03-23,16,2,36,1,0,32,0,0,0,0.062,2,1,1,0.5,0,0,14.5,7.5,5,NA,18,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-03-31,41,2020-04-22,2020-03-30,18,2,38,1,0,34,0,0,0,0.059,2,1,1,0.5,0,0,14.5,10.5,5,NA,19,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-02,42,2020-04-22,2020-03-30,18,2,39,1,0,35,0,0,0,0.057,2,1,1,0.5,0,0,14.5,12.5,5,NA,20,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-03,43,2020-04-22,2020-03-31,19,2,40,1,0,36,0,0,0,0.056,2,1,1,0.5,0,0,14.5,13.5,5,NA,21,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-04,44,2020-04-22,2020-03-31,20,3,40,1,0,37,0,0,0,0.081,3,1,2,0.667,1,0.333,18.3,18,5.5,NA,22,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-05,45,2020-04-22,2020-04-03,20,3,41,1,0,38,0,0,0,0.079,3,1,2,0.667,1,0.333,18.3,19,5.5,NA,23,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-08,50,2020-04-22,2020-04-03,23,3,46,1,0,43,0,0,0,0.07,3,1,2,0.667,1,0.333,18.3,22,5.5,NA,24,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-11,51,2020-04-22,2020-04-10,23,3,47,1,0,44,0,0,0,0.068,3,1,2,0.667,1,0.333,18.3,25,5.5,NA,25,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-12,52,2020-04-22,2020-04-10,24,3,48,1,0,45,0,0,0,0.067,3,1,2,0.667,1,0.333,18.3,26,5.5,NA,26,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-14,55,2020-07-02,2020-04-12,26,4,50,1,0,48,0,0,0,0.083,3,0.75,2,0.5,1,0.25,41.5,29,5.5,NA,27,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-15,57,2020-07-02,2020-04-12,27,4,52,1,0,50,0,0,0,0.08,3,0.75,2,0.5,1,0.25,41.5,30,5.5,NA,28,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-17,58,2020-07-02,2020-04-12,28,4,53,1,0,51,0,0,0,0.078,3,0.75,2,0.5,1,0.25,41.5,32,5.5,NA,29,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-18,60,2020-07-02,2020-04-16,29,4,55,1,0,53,0,0,0,0.075,3,0.75,2,0.5,1,0.25,41.5,33,5.5,NA,30,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-19,62,2020-07-02,2020-04-18,31,4,57,1,0,55,0,0,0,0.073,3,0.75,2,0.5,1,0.25,41.5,34,5.5,NA,31,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-20,67,2020-07-02,2020-04-18,32,4,61,2,0,59,0,0,0,0.068,3,0.75,2,0.5,1,0.25,41.5,35,5.5,NA,32,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-21,74,2020-07-02,2020-04-18,33,4,68,2,0,66,0,0,0,0.061,3,0.75,2,0.5,1,0.25,41.5,36,5.5,NA,33,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-22,76,2020-07-02,2020-04-19,33,4,70,2,0,68,0,0,0,0.059,3,0.75,2,0.5,1,0.25,41.5,37,5.5,NA,34,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-23,84,2020-07-02,2020-04-22,36,6,75,3,0,75,0,0,0,0.08,3,0.5,2,0.333,1,0.167,30.5,27.5,5.5,NA,35,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-24,88,2020-07-02,2020-04-22,37,8,77,3,0,79,0,0,0,0.101,3,0.375,2,0.25,1,0.125,30.5,28.5,5.5,NA,36,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-25,92,2020-07-02,2020-04-24,38,8,81,3,0,83,0,0,0,0.096,3,0.375,2,0.25,1,0.125,30.5,29.5,5.5,NA,37,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-26,94,2020-07-02,2020-04-25,39,8,82,4,0,84,0,0,0,0.095,3,0.375,2,0.25,1,0.125,30.5,30.5,5.5,NA,38,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-27,101,2020-07-19,2020-04-25,42,9,88,4,0,91,0,0,0,0.099,3,0.333,2,0.222,1,0.111,30.5,31.5,5.5,NA,39,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-28,103,2020-07-19,2020-04-25,42,9,90,4,0,93,0,0,0,0.097,3,0.333,2,0.222,1,0.111,30.5,32.5,5.5,NA,40,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-29,109,2020-07-19,2020-04-27,42,9,96,4,0,99,0,0,0,0.091,3,0.333,2,0.222,1,0.111,30.5,33.5,5.5,NA,41,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-04-30,116,2020-07-19,2020-04-28,44,9,101,6,0,104,0,0,0,0.087,3,0.333,2,0.222,1,0.111,30.5,34.5,5.5,NA,42,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-01,117,2020-07-19,2020-04-28,44,9,102,6,0,105,0,0,0,0.086,3,0.333,2,0.222,1,0.111,30.5,35.5,5.5,NA,43,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-02,118,2020-07-19,2020-04-29,44,10,102,6,0,106,0,0,0,0.094,3,0.3,2,0.2,1,0.1,26.6,31.7,5.5,NA,44,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-03,121,2020-07-19,2020-05-03,45,10,105,6,0,109,0,0,0,0.092,3,0.3,2,0.2,1,0.1,26.6,32.7,5.5,NA,45,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-04,125,2020-07-19,2020-05-03,47,11,108,6,0,113,0,0,0,0.097,3,0.273,2,0.182,1,0.091,30.5,29.6,5.5,NA,46,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-05,132,2020-07-19,2020-05-05,53,16,110,6,1,120,0,0.045,0.062,0.133,6,0.375,2,0.125,1,0.062,32.8,21.2,5.5,57,47,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-06,145,2020-07-19,2020-05-06,56,22,116,7,1,132,0,0.034,0.045,0.167,7,0.318,3,0.136,1,0.045,25.2,16.4,7,57,48,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-07,146,2020-07-19,2020-05-06,56,23,116,7,1,133,0,0.033,0.043,0.173,8,0.348,3,0.13,1,0.043,23.9,16.6,7,57,49,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-08,151,2020-07-19,2020-05-06,57,25,119,7,1,138,0,0.031,0.04,0.181,9,0.36,3,0.12,1,0.04,22.2,16.4,7,57,50,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-09,155,2020-07-19,2020-05-08,58,26,121,8,1,141,0,0.029,0.038,0.184,9,0.346,3,0.115,1,0.038,22.2,17.4,7,57,51,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-10,158,2020-07-19,2020-05-08,58,27,123,8,1,144,0,0.029,0.037,0.188,9,0.333,3,0.111,1,0.037,23.8,17.7,7,57,52,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-11,168,2020-07-19,2020-08-07,60,30,130,8,1,154,0,0.026,0.033,0.195,10,0.333,3,0.1,1,0.033,21.8,15.2,7,57,53,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-12,172,2020-07-19,2020-08-07,61,30,134,8,1,158,0,0.026,0.033,0.19,10,0.333,3,0.1,1,0.033,21.8,16.2,7,57,54,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-13,177,2020-07-19,2020-08-07,63,30,139,8,1,163,0,0.026,0.033,0.184,10,0.333,3,0.1,1,0.033,21.8,17.2,7,57,55,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-14,183,2020-07-19,2020-08-07,63,30,144,9,1,168,0,0.026,0.033,0.179,10,0.333,3,0.1,1,0.033,21.8,18.2,7,57,56,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-15,194,2020-07-19,2020-08-07,65,31,154,9,1,179,0,0.025,0.032,0.173,11,0.355,3,0.097,1,0.032,21.2,18.7,7,57,57,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-16,199,2020-09-11,2020-08-07,66,33,157,9,1,184,0,0.024,0.03,0.179,12,0.364,3,0.091,1,0.03,20.6,19.1,7,57,58,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-17,200,2020-09-11,2020-08-07,67,34,157,9,1,185,0,0.023,0.029,0.184,12,0.353,3,0.088,1,0.029,19.8,19.4,7,57,59,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-18,211,2020-09-11,2020-08-07,70,37,164,10,1,195,0,0.021,0.027,0.19,13,0.351,3,0.081,1,0.027,20.5,18.7,7,57,60,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-19,221,2020-09-11,2020-08-07,70,39,171,11,1,204,0,0.02,0.026,0.191,14,0.359,3,0.077,1,0.026,19.3,18.6,7,57,61,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-20,225,2020-09-11,2020-08-07,71,42,172,11,1,208,0,0.019,0.024,0.202,15,0.357,3,0.071,1,0.024,18.8,19.1,7,57,62,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-21,240,2020-09-11,2020-08-07,73,46,183,11,1,223,0,0.018,0.022,0.206,16,0.348,3,0.065,1,0.022,18.6,18.6,7,57,63,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-22,251,2020-09-11,2020-08-07,73,48,189,14,1,231,0,0.016,0.021,0.208,17,0.354,4,0.083,1,0.021,17.8,17.8,7.2,57,64,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-23,257,2020-09-11,2020-08-07,74,49,194,14,1,237,0,0.016,0.02,0.207,18,0.367,4,0.082,1,0.02,17.4,18.5,7.2,57,65,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-24,268,2020-09-11,2020-08-07,78,51,201,16,1,246,0,0.015,0.02,0.207,18,0.353,4,0.078,1,0.02,17,19,7.2,57,66,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-25,273,2020-09-11,2020-08-07,78,52,205,16,1,251,0,0.015,0.019,0.207,19,0.365,4,0.077,1,0.019,17,20,7.2,57,67,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-26,289,2020-09-17,2020-08-07,82,61,211,17,1,266,0,0.013,0.016,0.229,20,0.328,4,0.066,1,0.016,16.2,19.9,7.2,57,68,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-27,304,2020-09-17,2020-08-29,84,64,223,17,1,281,0,0.012,0.016,0.228,21,0.328,4,0.062,1,0.016,15.3,19.6,7.2,57,69,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-28,319,2020-09-17,2020-08-29,86,67,232,20,1,293,0,0.011,0.015,0.229,21,0.313,4,0.06,1,0.015,14.8,19.9,7.2,57,70,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-29,335,2020-09-17,2020-08-29,87,69,246,20,1,309,0,0.011,0.014,0.223,22,0.319,4,0.058,1,0.014,14.5,20.5,7.2,57,71,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-30,340,2020-09-17,2020-08-29,87,72,248,20,2,314,0,0.022,0.028,0.229,23,0.319,5,0.069,2,0.028,13.8,20.4,6.4,34.5,72,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-05-31,344,2020-09-17,2020-08-29,87,72,252,20,2,318,0,0.022,0.028,0.226,23,0.319,5,0.069,2,0.028,13.8,21.4,6.4,34.5,73,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-01,353,2020-09-17,2020-08-29,90,76,256,21,2,326,0,0.021,0.026,0.233,23,0.303,5,0.066,2,0.026,13.4,21.7,6.4,34.5,74,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-02,361,2020-09-17,2020-08-29,91,78,261,22,2,333,0,0.02,0.026,0.234,24,0.308,5,0.064,2,0.026,13.3,22.4,6.4,34.5,75,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-03,375,2020-09-17,2020-08-29,91,80,269,26,2,343,0,0.019,0.025,0.233,24,0.3,5,0.062,2,0.025,13.8,22.7,6.4,34.5,76,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-04,384,2020-09-17,2020-08-29,94,83,275,26,2,352,0,0.018,0.024,0.236,25,0.301,5,0.06,2,0.024,13.3,22.5,6.4,34.5,77,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-05,421,2020-09-17,2020-08-29,101,97,297,27,2,388,0,0.016,0.021,0.25,28,0.289,5,0.052,2,0.021,12.6,20,6.4,34.5,78,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-06,426,2020-09-17,2020-08-29,102,99,298,29,2,391,0,0.016,0.02,0.253,29,0.293,5,0.051,2,0.02,12.2,20.4,6.4,34.5,79,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-07,430,2020-09-17,2020-08-29,102,100,301,29,2,395,0,0.016,0.02,0.253,30,0.3,5,0.05,2,0.02,12.1,21.2,6.4,34.5,80,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-08,443,2020-09-17,2020-08-29,104,105,309,29,2,408,0,0.015,0.019,0.257,30,0.286,5,0.048,2,0.019,12.3,21.4,6.4,34.5,81,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-09,454,2020-09-17,2020-08-29,105,108,316,30,2,418,0,0.014,0.019,0.258,30,0.278,5,0.046,2,0.019,12.2,22.1,6.4,34.5,82,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-10,466,2020-09-17,2020-08-29,105,113,323,30,2,430,0,0.014,0.018,0.263,30,0.265,5,0.044,2,0.018,12.1,22.9,6.4,34.5,83,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-11,483,2020-09-17,2020-08-29,107,116,337,30,2,447,0,0.014,0.017,0.26,31,0.267,5,0.043,2,0.017,12.6,23.3,6.4,34.5,84,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-12,500,2020-09-17,2020-08-29,108,122,348,30,2,464,0,0.013,0.016,0.263,33,0.27,5,0.041,2,0.016,12.4,23.8,6.4,34.5,85,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-13,508,2020-09-17,2020-08-29,110,124,353,31,2,471,0,0.013,0.016,0.263,34,0.274,5,0.04,2,0.016,12.3,24.5,6.4,34.5,86,NA,NA,NA,NA,NA,NA
SIN ESPECIFICAR,2020-06-14,516,2020-09-17,2020-08-29,111,128,357,31,2,479,0,0.013,0.016,0.267,35,0.273,6,0.047,3,0.023,12.1,24.8,6.2,34.5,87,NA,NA,NA,NA,NA,NA
