residencia_provincia_nombre,edad.rango,n,confirmados,descartados,sospechosos,fallecidos,sin.clasificar,letalidad.min.porc,letalidad.max.porc,positividad.porc,internados,internados.porc,cuidado.intensivo,cuidado.intensivo.porc,respirador,respirador.porc,dias.diagnostico,dias.apertura,dias.cuidado.intensivo,dias.fallecimiento
Mendoza,15-19,31,1,29,1,0,0,0,0,0.033,1,1,0,0,0,0,6,3,NaN,NaN
Mendoza,20-24,76,7,67,2,0,0,0,0,0.095,6,0.857,0,0,0,0,3.6,2.6,NaN,NaN
Mendoza,25-29,190,17,161,12,0,0,0,0,0.096,15,0.882,0,0,0,0,6.7,4.1,NaN,NaN
Mendoza,30-34,221,11,197,13,0,0,0,0,0.053,10,0.909,0,0,0,0,4.3,2.6,NaN,NaN
Mendoza,35-39,140,4,132,4,0,0,0,0,0.029,4,1,0,0,0,0,2.5,2,NaN,NaN
Mendoza,40-44,156,9,142,5,0,0,0,0,0.06,9,1,1,0.111,0,0,6.9,4.4,6,16
Mendoza,45-49,108,3,103,2,0,0,0,0,0.028,3,1,0,0,0,0,9,7,NaN,NaN
Mendoza,50-54,105,8,91,6,0,0,0,0,0.081,8,1,1,0.125,0,0,6.2,5.2,6,NaN
Mendoza,55-59,109,7,95,7,0,0,0,0,0.069,7,1,1,0.143,0,0,9.2,7.3,7,29
Mendoza,60-64,89,11,73,5,0,0,0,0,0.131,11,1,2,0.182,0,0,9.3,5,3.5,5
Mendoza,65-69,94,4,88,2,0,0,0,0,0.043,4,1,1,0.25,1,0.25,13.5,9.2,6,NaN
Mendoza,70-74,88,3,81,4,0,0,0,0,0.036,3,1,1,0.333,1,0.333,8.7,7.3,6,8
Mendoza,75-79,102,2,94,6,0,0,0,0,0.021,2,1,1,0.5,1,0.5,9,6,11,14.5
Mendoza,80+,215,6,201,8,0,0,0,0,0.029,6,1,3,0.5,2,0.333,6.2,4.7,3.7,11
Mendoza,NA,7,0,6,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,0,4,1,3,0,0,0,0,0,0.25,1,1,0,0,0,0,4,2,NaN,NaN
Misiones,1-9,38,4,33,1,0,0,0,0,0.108,3,0.75,0,0,0,0,5,4,NaN,NaN
Misiones,10-14,18,0,18,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,15-19,30,0,30,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,20-24,81,2,77,2,0,0,0,0,0.025,2,1,0,0,0,0,2,2,NaN,NaN
Misiones,25-29,120,3,115,2,0,0,0,0,0.025,2,0.667,0,0,0,0,3,3,NaN,NaN
Misiones,30-34,131,0,126,5,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,35-39,141,3,137,1,0,0,0,0,0.021,1,0.333,0,0,0,0,4.7,2.7,NaN,NaN
Misiones,40-44,112,4,104,4,0,0,0,0,0.037,3,0.75,0,0,0,0,2.7,1.3,NaN,NaN
Misiones,45-49,93,0,93,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,50-54,92,1,90,1,0,0,0,0,0.011,1,1,0,0,0,0,3,3,NaN,NaN
Misiones,55-59,74,6,67,1,0,0,0,0,0.082,6,1,0,0,0,0,3.7,1.5,NaN,NaN
Misiones,60-64,40,2,37,1,0,0,0,0,0.051,2,1,1,0.5,1,0.5,3.5,2.5,4,10
Misiones,65-69,26,0,25,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,70-74,23,1,22,0,0,0,0,0,0.043,1,1,0,0,0,0,6,4,NaN,NaN
Misiones,75-79,10,0,10,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Misiones,80+,16,1,14,1,0,0,0,0,0.067,1,1,1,1,0,0,3,3,0,NaN
Misiones,NA,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Neuquén,0,26,0,26,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Neuquén,1-9,77,10,65,2,0,0,0,0,0.133,8,0.8,0,0,0,0,6.4,5.4,NaN,NaN
Neuquén,10-14,40,9,30,1,0,0,0,0,0.231,7,0.778,0,0,0,0,5,6,NaN,NaN
Neuquén,15-19,57,10,47,0,0,0,0,0,0.175,7,0.7,0,0,0,0,7,3.8,NaN,NaN
Neuquén,20-24,75,7,64,4,0,0,0,0,0.099,6,0.857,0,0,0,0,4,3.7,NaN,NaN
Neuquén,25-29,118,11,104,3,0,0,0,0,0.096,8,0.727,0,0,0,0,11,7.2,NaN,NaN
Neuquén,30-34,142,15,123,4,0,0,0,0,0.109,6,0.4,0,0,0,0,9,8.8,NaN,NaN
Neuquén,35-39,140,15,124,1,0,0,0,0,0.108,11,0.733,0,0,0,0,5.9,5.1,NaN,NaN
Neuquén,40-44,146,16,129,1,0,0,0,0,0.11,12,0.75,0,0,0,0,13,11,NaN,NaN
Neuquén,45-49,104,11,92,1,0,0,0,0,0.107,9,0.818,0,0,0,0,5.2,4.5,NaN,NaN
Neuquén,50-54,62,6,53,3,0,0,0,0,0.102,3,0.5,0,0,0,0,2,1,NaN,NaN
Neuquén,55-59,87,7,76,4,0,0,0,0,0.084,6,0.857,0,0,0,0,6.8,6.8,NaN,NaN
Neuquén,60-64,72,9,62,1,0,0,0,0,0.127,7,0.778,0,0,0,0,5,3.3,NaN,8
Neuquén,65-69,82,6,74,2,0,0,0,0,0.075,5,0.833,1,0.167,1,0.167,3.2,1.8,4,6.5
Neuquén,70-74,69,5,62,2,0,0,0,0,0.075,4,0.8,1,0.2,1,0.2,4.8,4.5,3,13
Neuquén,75-79,63,2,58,3,0,0,0,0,0.033,1,0.5,1,0.5,1,0.5,14,4,7,13
Neuquén,80+,126,1,123,2,0,0,0,0,0.008,1,1,0,0,0,0,NaN,NaN,NaN,NaN
Río Negro,0,38,2,35,1,0,0,0,0,0.054,1,0.5,0,0,0,0,2.5,1.5,NaN,NaN
Río Negro,1-9,153,12,137,4,0,0,0,0,0.081,7,0.583,0,0,0,0,4.1,3.4,NaN,NaN
Río Negro,10-14,41,7,34,0,0,0,0,0,0.171,4,0.571,0,0,0,0,5,2.8,NaN,NaN
Río Negro,15-19,71,16,54,1,0,0,0,0,0.229,11,0.688,0,0,0,0,6.2,4.8,NaN,NaN
Río Negro,20-24,140,27,112,1,0,0,0,0,0.194,16,0.593,0,0,0,0,4.9,4.4,NaN,NaN
Río Negro,25-29,242,57,182,3,0,0,0,0,0.238,28,0.491,0,0,0,0,7.2,5.2,NaN,NaN
Río Negro,30-34,248,43,203,2,0,0,0,0,0.175,21,0.488,0,0,0,0,8.5,7.3,NaN,NaN
Río Negro,35-39,257,39,217,1,0,0,0,0,0.152,26,0.667,1,0.026,0,0,5.6,4.5,12,21
Río Negro,40-44,219,53,161,5,0,0,0,0,0.248,30,0.566,2,0.038,1,0.019,6.4,5,6.5,13
Río Negro,45-49,187,42,144,1,0,0,0,0,0.226,29,0.69,1,0.024,0,0,6.2,4.7,4,NaN
Río Negro,50-54,141,29,108,4,0,0,0,0,0.212,19,0.655,0,0,0,0,5.9,4.9,NaN,NaN
Río Negro,55-59,104,22,77,5,0,0,0,0,0.222,12,0.545,2,0.091,2,0.091,7.4,5.7,9.5,33.5
Río Negro,60-64,96,17,74,5,0,0,0,0,0.187,15,0.882,3,0.176,1,0.059,4.6,2.9,2,6.7
Río Negro,65-69,69,13,54,2,0,0,0,0,0.194,10,0.769,3,0.231,2,0.154,3.8,2.8,3.3,30.7
Río Negro,70-74,74,9,64,1,0,0,0,0,0.123,4,0.444,0,0,0,0,8.1,6.3,NaN,22
Río Negro,75-79,72,7,63,2,0,0,0,0,0.1,5,0.714,1,0.143,1,0.143,6,6,1,6
Río Negro,80+,124,14,108,2,0,0,0,0,0.115,14,1,2,0.143,0,0,3.2,2.3,2,8.6
Salta,0,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,1-9,10,0,9,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,10-14,5,0,4,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,15-19,21,0,21,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,20-24,47,2,45,0,0,0,0,0,0.043,2,1,0,0,0,0,NaN,NaN,NaN,NaN
Salta,25-29,94,3,83,8,0,0,0,0,0.035,1,0.333,0,0,0,0,4,4,NaN,NaN
Salta,30-34,93,1,91,1,0,0,0,0,0.011,1,1,0,0,0,0,8,3,NaN,NaN
Salta,35-39,76,1,73,2,0,0,0,0,0.014,1,1,0,0,0,0,NaN,NaN,NaN,NaN
Salta,40-44,73,3,69,1,0,0,0,0,0.042,1,0.333,0,0,0,0,5,1,NaN,NaN
Salta,45-49,55,0,50,5,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,50-54,34,1,29,4,0,0,0,0,0.033,1,1,0,0,0,0,9,8,NaN,NaN
Salta,55-59,21,0,20,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,60-64,16,0,15,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,65-69,15,0,13,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,70-74,13,0,13,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,75-79,8,0,7,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,80+,10,0,9,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Salta,NA,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,0,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,1-9,14,0,13,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,10-14,5,0,4,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,15-19,11,0,10,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,20-24,48,0,47,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,25-29,71,1,68,2,0,0,0,0,0.014,1,1,0,0,0,0,4,2,NaN,NaN
San Juan,30-34,55,0,54,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,35-39,55,0,54,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,40-44,56,2,50,4,0,0,0,0,0.038,2,1,0,0,0,0,7.5,8,NaN,NaN
San Juan,45-49,52,0,51,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,50-54,29,0,26,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,55-59,32,0,32,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,60-64,34,2,32,0,0,0,0,0,0.059,2,1,1,0.5,0,0,7.5,4.5,5,NaN
San Juan,65-69,26,0,26,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,70-74,42,0,40,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,75-79,35,0,33,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,80+,62,0,59,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Juan,NA,1,0,1,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,0,7,0,7,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,1-9,22,1,20,1,0,0,0,0,0.048,1,1,0,0,0,0,6,3,NaN,NaN
San Luis,10-14,5,1,4,0,0,0,0,0,0.2,0,0,0,0,0,0,4,1,NaN,NaN
San Luis,15-19,13,0,11,2,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,20-24,17,0,17,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,25-29,26,3,22,1,0,0,0,0,0.12,2,0.667,0,0,0,0,4.7,3,NaN,NaN
San Luis,30-34,36,2,32,2,0,0,0,0,0.059,1,0.5,0,0,0,0,4.5,1.5,NaN,NaN
San Luis,35-39,30,0,29,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,40-44,26,1,25,0,0,0,0,0,0.038,1,1,0,0,0,0,3,2,NaN,NaN
San Luis,45-49,27,1,26,0,0,0,0,0,0.037,1,1,0,0,0,0,17,8,NaN,NaN
San Luis,50-54,22,1,20,1,0,0,0,0,0.048,1,1,0,0,0,0,7,4,NaN,NaN
San Luis,55-59,27,0,26,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,60-64,30,1,29,0,0,0,0,0,0.033,1,1,1,1,0,0,8,4,3,NaN
San Luis,65-69,22,0,21,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,70-74,17,0,17,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,75-79,6,0,5,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
San Luis,80+,17,0,16,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Cruz,0,4,0,4,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Cruz,1-9,22,2,18,2,0,0,0,0,0.1,0,0,0,0,0,0,3.5,2.5,NaN,NaN
Santa Cruz,10-14,8,1,6,1,0,0,0,0,0.143,0,0,0,0,0,0,6,2,NaN,NaN
Santa Cruz,15-19,24,1,19,4,0,0,0,0,0.05,0,0,0,0,0,0,3,2,NaN,NaN
Santa Cruz,20-24,47,2,38,7,0,0,0,0,0.05,1,0.5,0,0,0,0,2,2,NaN,NaN
Santa Cruz,25-29,44,3,38,3,0,0,0,0,0.073,1,0.333,0,0,0,0,6.7,3.3,NaN,NaN
Santa Cruz,30-34,66,7,55,4,0,0,0,0,0.113,2,0.286,0,0,0,0,7,3,NaN,NaN
Santa Cruz,35-39,42,8,31,3,0,0,0,0,0.205,1,0.125,0,0,0,0,7.2,1.8,NaN,NaN
Santa Cruz,40-44,61,4,54,3,0,0,0,0,0.069,0,0,0,0,0,0,7.8,4.8,NaN,NaN
Santa Cruz,45-49,36,6,28,2,0,0,0,0,0.176,5,0.833,1,0.167,0,0,11.4,5.8,14,NaN
Santa Cruz,50-54,23,3,16,4,0,0,0,0,0.158,2,0.667,0,0,0,0,9,5,NaN,NaN
Santa Cruz,55-59,20,1,18,1,0,0,0,0,0.053,1,1,0,0,0,0,12,2,NaN,NaN
Santa Cruz,60-64,21,3,17,1,0,0,0,0,0.15,3,1,2,0.667,1,0.333,5.5,3.5,5.5,NaN
Santa Cruz,65-69,17,2,14,1,0,0,0,0,0.125,0,0,0,0,0,0,10,0,NaN,NaN
Santa Cruz,70-74,17,3,12,2,0,0,0,0,0.2,2,0.667,0,0,0,0,16.5,12,NaN,NaN
Santa Cruz,75-79,12,2,10,0,0,0,0,0,0.167,1,0.5,0,0,0,0,5,1,NaN,NaN
Santa Cruz,80+,17,1,15,1,0,0,0,0,0.062,1,1,1,1,1,1,8,2,2,NaN
Santa Fe,0,177,0,171,6,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santa Fe,1-9,763,9,744,10,0,0,0,0,0.012,0,0,0,0,0,0,3.2,1.7,NaN,NaN
Santa Fe,10-14,208,2,205,1,0,0,0,0,0.01,0,0,0,0,0,0,6,3,NaN,NaN
Santa Fe,15-19,316,7,304,5,0,0,0,0,0.023,2,0.286,0,0,0,0,7.7,7.6,NaN,NaN
Santa Fe,20-24,604,17,574,13,0,0,0,0,0.029,0,0,0,0,0,0,5.5,5.1,NaN,NaN
Santa Fe,25-29,944,31,900,13,0,0,0,0,0.033,2,0.065,0,0,0,0,8.2,7.7,NaN,NaN
Santa Fe,30-34,992,33,942,17,0,0,0,0,0.034,3,0.091,0,0,0,0,6.3,5.2,NaN,NaN
Santa Fe,35-39,829,19,798,12,0,0,0,0,0.023,4,0.211,0,0,0,0,6.5,5,NaN,NaN
Santa Fe,40-44,793,21,765,7,0,0,0,0,0.027,3,0.143,1,0.048,1,0.048,5.9,5.3,10,NaN
Santa Fe,45-49,629,26,593,10,0,0,0,0,0.042,4,0.154,0,0,0,0,6.8,6.3,NaN,NaN
Santa Fe,50-54,511,23,479,9,0,0,0,0,0.046,5,0.217,0,0,0,0,6.2,5.2,NaN,NaN
Santa Fe,55-59,516,20,480,16,0,0,0,0,0.04,1,0.05,1,0.05,0,0,6.8,6,7,NaN
Santa Fe,60-64,400,15,380,5,0,0,0,0,0.038,9,0.6,4,0.267,3,0.2,6.5,4.6,10.5,31.5
Santa Fe,65-69,378,19,342,17,0,0,0,0,0.053,10,0.526,2,0.105,1,0.053,7.1,4.9,7,12
Santa Fe,70-74,339,12,314,13,0,0,0,0,0.037,6,0.5,3,0.25,0,0,5.8,4.8,4.7,NaN
Santa Fe,75-79,281,7,267,7,0,0,0,0,0.026,3,0.429,0,0,0,0,7.7,3.7,NaN,NaN
Santa Fe,80+,644,4,624,16,0,0,0,0,0.006,2,0.5,1,0.25,0,0,4.5,3.5,4,NaN
Santa Fe,NA,2,0,2,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,0,7,0,7,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,1-9,71,0,66,5,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,10-14,19,0,18,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,15-19,95,1,87,7,0,0,0,0,0.011,0,0,0,0,0,0,0,0,NaN,NaN
Santiago del Estero,20-24,222,2,206,14,0,0,0,0,0.01,0,0,0,0,0,0,2,2,NaN,NaN
Santiago del Estero,25-29,187,7,174,6,0,0,0,0,0.039,1,0.143,1,0.143,0,0,9.7,8,9,NaN
Santiago del Estero,30-34,170,4,149,17,0,0,0,0,0.026,0,0,0,0,0,0,7.7,6.7,NaN,NaN
Santiago del Estero,35-39,156,6,141,9,0,0,0,0,0.041,1,0.167,1,0.167,0,0,9.3,7.7,0,NaN
Santiago del Estero,40-44,111,1,100,10,0,0,0,0,0.01,0,0,0,0,0,0,NaN,NaN,NaN,NaN
Santiago del Estero,45-49,107,0,98,9,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,50-54,77,0,76,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,55-59,80,0,73,7,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,60-64,38,1,36,1,0,0,0,0,0.027,0,0,0,0,0,0,14,14,NaN,NaN
Santiago del Estero,65-69,34,0,31,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,70-74,16,1,15,0,0,0,0,0,0.062,0,0,0,0,0,0,9,6,NaN,NaN
Santiago del Estero,75-79,8,0,8,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,80+,34,0,33,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Santiago del Estero,NA,13,0,13,0,0,0,NaN,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
SIN ESPECIFICAR,1-9,11,1,10,0,0,0,0,0,0.091,0,0,0,0,0,0,NaN,NaN,NaN,NaN
SIN ESPECIFICAR,10-14,7,3,4,0,0,0,0,0,0.429,1,0.333,0,0,0,0,5,3.5,NaN,NaN
SIN ESPECIFICAR,15-19,12,3,9,0,0,0,0,0,0.25,0,0,0,0,0,0,2.5,3.5,NaN,NaN
SIN ESPECIFICAR,20-24,29,11,16,2,0,0,0,0,0.407,1,0.091,0,0,0,0,4.2,4.6,NaN,NaN
SIN ESPECIFICAR,25-29,111,31,68,12,0,0,0,0,0.313,8,0.258,1,0.032,0,0,3,3.1,10,NaN
SIN ESPECIFICAR,30-34,136,30,98,8,0,0,0,0,0.234,8,0.267,0,0,0,0,3.8,3.5,NaN,NaN
SIN ESPECIFICAR,35-39,96,20,63,13,0,0,0,0,0.241,8,0.4,0,0,0,0,4.8,3.7,NaN,NaN
SIN ESPECIFICAR,40-44,45,11,28,6,0,0,0,0,0.282,3,0.273,1,0.091,1,0.091,9.2,6.7,6,NaN
SIN ESPECIFICAR,45-49,27,5,16,6,0,0,0,0,0.238,1,0.2,0,0,0,0,5.5,4.5,NaN,NaN
SIN ESPECIFICAR,50-54,16,7,9,0,0,0,0,0,0.438,4,0.571,0,0,0,0,7.4,6.8,NaN,NaN
SIN ESPECIFICAR,55-59,11,4,6,1,0,0,0,0,0.4,1,0.25,0,0,0,0,7,6.5,NaN,NaN
SIN ESPECIFICAR,60-64,7,1,5,1,0,0,0,0,0.167,1,1,0,0,0,0,3,1,NaN,NaN
SIN ESPECIFICAR,65-69,10,1,8,1,0,0,0,0,0.111,1,1,1,1,1,1,4,3,3,7
SIN ESPECIFICAR,70-74,5,2,2,1,0,0,0,0,0.5,2,1,1,0.5,0,0,14.5,2.5,5,NaN
SIN ESPECIFICAR,75-79,3,1,2,0,0,0,0,0,0.333,0,0,0,0,0,0,6,6,NaN,NaN
SIN ESPECIFICAR,80+,4,0,3,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
SIN ESPECIFICAR,NA,11,1,8,2,0,0,0,0,0.111,0,0,0,0,0,0,3,3,NaN,NaN
Tierra del Fuego,0,9,1,7,1,0,0,0,0,0.125,1,1,0,0,0,0,3,2,NaN,NaN
Tierra del Fuego,1-9,45,2,43,0,0,0,0,0,0.044,0,0,0,0,0,0,5.5,3,NaN,NaN
Tierra del Fuego,10-14,24,2,22,0,0,0,0,0,0.083,0,0,0,0,0,0,4.5,2.5,NaN,NaN
Tierra del Fuego,15-19,46,2,44,0,0,0,0,0,0.043,0,0,0,0,0,0,6,5.5,NaN,NaN
Tierra del Fuego,20-24,94,8,85,1,0,0,0,0,0.086,0,0,0,0,0,0,11.3,8.7,NaN,NaN
Tierra del Fuego,25-29,204,19,180,5,0,0,0,0,0.095,0,0,0,0,0,0,6.1,4.6,NaN,NaN
Tierra del Fuego,30-34,214,25,183,6,0,0,0,0,0.12,1,0.04,0,0,0,0,7.2,4.8,NaN,NaN
Tierra del Fuego,35-39,197,19,175,3,0,0,0,0,0.098,0,0,0,0,0,0,8.2,5.6,NaN,NaN
Tierra del Fuego,40-44,172,15,156,1,0,0,0,0,0.088,0,0,0,0,0,0,7.3,4.9,NaN,NaN
Tierra del Fuego,45-49,144,13,128,3,0,0,0,0,0.092,1,0.077,0,0,0,0,6.8,5.2,NaN,NaN
Tierra del Fuego,50-54,108,11,96,1,0,0,0,0,0.103,1,0.091,0,0,0,0,7.2,4.4,NaN,NaN
Tierra del Fuego,55-59,89,10,78,1,0,0,0,0,0.114,1,0.1,1,0.1,1,0.1,8.9,7.6,13,NaN
Tierra del Fuego,60-64,58,3,54,1,0,0,0,0,0.053,0,0,0,0,0,0,15,13,NaN,NaN
Tierra del Fuego,65-69,27,3,22,2,0,0,0,0,0.12,1,0.333,1,0.333,1,0.333,4.7,3,10,NaN
Tierra del Fuego,70-74,20,1,19,0,0,0,0,0,0.05,0,0,0,0,0,0,6,6,NaN,NaN
Tierra del Fuego,75-79,12,1,11,0,0,0,0,0,0.083,1,1,0,0,0,0,2,2,NaN,NaN
Tierra del Fuego,80+,23,1,22,0,0,0,0,0,0.043,0,0,0,0,0,0,6,2,NaN,NaN
Tucumán,0,46,0,39,7,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,1-9,180,0,164,16,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,10-14,54,0,48,6,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,15-19,207,1,194,12,0,0,0,0,0.005,0,0,0,0,0,0,12,10,NaN,NaN
Tucumán,20-24,617,9,579,29,0,0,0,0,0.015,1,0.111,0,0,0,0,9,7.2,NaN,NaN
Tucumán,25-29,658,10,606,42,0,0,0,0,0.016,0,0,0,0,0,0,14.8,14.3,NaN,NaN
Tucumán,30-34,550,7,519,24,0,0,0,0,0.013,2,0.286,0,0,0,0,6.7,3,NaN,NaN
Tucumán,35-39,471,1,446,24,0,0,0,0,0.002,0,0,0,0,0,0,5,2,NaN,NaN
Tucumán,40-44,504,3,478,23,0,0,0,0,0.006,0,0,0,0,0,0,4,3.5,NaN,NaN
Tucumán,45-49,336,2,310,24,0,0,0,0,0.006,1,0.5,1,0.5,1,0.5,10.5,6.5,5,NaN
Tucumán,50-54,295,2,281,12,0,0,0,0,0.007,1,0.5,1,0.5,0,0,14,9.5,3,18
Tucumán,55-59,259,3,248,7,0,0,0,0,0.012,0,0,0,0,0,0,9,9,NaN,NaN
Tucumán,60-64,231,3,220,8,0,0,0,0,0.013,1,0.333,1,0.333,1,0.333,8.5,5.5,11,19
Tucumán,65-69,130,4,125,1,0,0,0,0,0.031,2,0.5,0,0,0,0,6.8,5,NaN,12
Tucumán,70-74,100,0,97,3,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,75-79,55,2,52,1,0,0,0,0,0.037,2,1,1,0.5,0,0,6.5,4.5,1,8
Tucumán,80+,79,0,75,4,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
Tucumán,NA,2,0,1,1,0,0,0,NaN,0,0,NaN,0,NaN,0,NaN,NaN,NaN,NaN,NaN
